EmpID,Age,AgeGroup,MaritalStatus,Gender,Attrition,EducationField,EnvironmentSatisfaction,JobRole,Department,JobLevel,JobInvolvement,JobSatisfaction,PerformanceRating,MonthlyIncome,SalarySlab,HourlyRate,DailyRate,PercentSalaryHike,BusinessTravel,Distance From Home,OverTime,StandardHours,RelationshipSatisfaction,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
RM365,37,36-45,Married,Female,No,Medical,High,Laboratory Technician,Research & Development,Entry Level,High,Low,High,"$3,452.00 ",Upto 5k,$98.00 ,$921.00 ,20,Rarely,Near,No,80,Neutral,17,5,4,0
RM366,46,46-55,Married,Female,No,Medical,High,Manufacturing Director,Research & Development,Intermediate,High,High,Low,"$5,258.00 ",5k-10k,$30.00 ,"$1,144.00 ",14,Non,Near,No,80,Strong,7,1,0,0
RM367,41,36-45,Single,Male,Yes,Marketing,Low,Sales Executive,Sales,Intermediate,High,Medium,Low,"$9,355.00 ",5k-10k,$56.00 ,$143.00 ,18,Frequently,Near,No,80,Strong,8,8,7,7
RM368,50,46-55,Single,Male,No,Technical Degree,Very High,Healthcare Representative,Research & Development,Senior,Medium,Very High,Low,"$10,496.00 ",10k-15k,$100.00 ,"$1,046.00 ",15,Rarely,Near,No,80,Very Strong,20,4,3,1
RM369,40,36-45,Married,Male,Yes,Marketing,High,Sales Executive,Sales,Intermediate,Medium,High,Low,"$6,380.00 ",5k-10k,$68.00 ,$575.00 ,12,Rarely,Far,Yes,80,Weak,8,6,4,1
RM370,31,26-35,Single,Male,No,Life Sciences,High,Research Scientist,Research & Development,Entry Level,Medium,Medium,Low,"$2,657.00 ",Upto 5k,$42.00 ,$408.00 ,16,Rarely,Near,Yes,80,Very Strong,3,2,2,2
RM371,21,18-25,Single,Female,Yes,Life Sciences,High,Sales Representative,Sales,Entry Level,Very High,Medium,Low,"$2,716.00 ",Upto 5k,$90.00 ,$156.00 ,15,Rarely,Moderate,No,80,Very Strong,1,1,0,0
RM372,29,26-35,Single,Male,No,Life Sciences,Very High,Research Scientist,Research & Development,Entry Level,High,Very High,Low,"$2,201.00 ",Upto 5k,$54.00 ,"$1,283.00 ",16,Rarely,Far,No,80,Very Strong,6,3,2,1
RM373,35,26-35,Single,Male,No,Life Sciences,High,Healthcare Representative,Research & Development,Intermediate,Medium,Medium,Low,"$6,540.00 ",5k-10k,$97.00 ,$755.00 ,19,Rarely,Near,No,80,Strong,10,1,1,0
RM374,27,26-35,Divorced,Male,No,Medical,Very High,Laboratory Technician,Research & Development,Entry Level,High,Medium,Low,"$3,816.00 ",Upto 5k,$82.00 ,"$1,469.00 ",11,Rarely,Near,No,80,Neutral,5,5,2,0
RM375,28,26-35,Single,Male,No,Life Sciences,Medium,Sales Executive,Sales,Intermediate,High,Very High,Low,"$5,253.00 ",5k-10k,$92.00 ,$304.00 ,16,Rarely,Near,No,80,Very Strong,7,7,5,0
RM376,49,46-55,Single,Male,No,Other,Medium,Healthcare Representative,Research & Development,Senior,Medium,High,High,"$10,965.00 ",10k-15k,$31.00 ,"$1,261.00 ",24,Rarely,Near,No,80,Strong,26,5,2,0
RM377,51,46-55,Married,Female,No,Life Sciences,High,Sales Executive,Sales,Intermediate,High,Very High,Low,"$4,936.00 ",Upto 5k,$87.00 ,"$1,178.00 ",11,Rarely,Moderate,No,80,Strong,18,7,7,0
RM378,36,36-45,Married,Female,No,Life Sciences,Very High,Research Scientist,Research & Development,Entry Level,High,High,Low,"$2,543.00 ",Upto 5k,$96.00 ,$329.00 ,13,Rarely,Near,No,80,Neutral,6,2,2,2
RM379,34,26-35,Single,Male,Yes,Marketing,Low,Sales Executive,Sales,Intermediate,Very High,Very High,Low,"$5,304.00 ",5k-10k,$67.00 ,"$1,362.00 ",13,Non,Moderate,Yes,80,Neutral,9,5,2,0
RM380,55,46-55,Single,Female,No,Life Sciences,High,Manager,Research & Development,Manager,High,Very High,Low,"$16,659.00 ",15k+,$97.00 ,"$1,311.00 ",13,Rarely,Near,Yes,80,Strong,30,5,4,1
RM381,24,18-25,Divorced,Female,No,Marketing,Very High,Sales Executive,Sales,Intermediate,High,High,Low,"$4,260.00 ",Upto 5k,$77.00 ,"$1,371.00 ",12,Rarely,Near,Yes,80,Very Strong,5,5,2,0
RM382,30,26-35,Married,Male,No,Technical Degree,High,Sales Representative,Sales,Entry Level,High,Medium,Low,"$2,476.00 ",Upto 5k,$72.00 ,$202.00 ,18,Rarely,Near,No,80,Weak,1,1,0,0
RM383,26,26-35,Single,Male,Yes,Technical Degree,High,Research Scientist,Research & Development,Entry Level,High,Low,High,"$3,102.00 ",Upto 5k,$73.00 ,$575.00 ,22,Frequently,Near,No,80,Strong,7,6,4,0
RM384,22,18-25,Married,Female,No,Medical,Low,Research Scientist,Research & Development,Entry Level,High,Medium,Low,"$2,244.00 ",Upto 5k,$43.00 ,$253.00 ,13,Rarely,Moderate,No,80,Very Strong,2,2,1,1
RM385,36,36-45,Married,Male,No,Medical,Medium,Sales Executive,Sales,Senior,Medium,High,Low,"$7,596.00 ",5k-10k,$61.00 ,$164.00 ,13,Rarely,Near,No,80,Neutral,10,10,9,9
RM386,30,26-35,Single,Male,Yes,Technical Degree,High,Research Scientist,Research & Development,Entry Level,High,Very High,High,"$2,285.00 ",Upto 5k,$40.00 ,$464.00 ,23,Frequently,Near,Yes,80,Strong,3,1,0,0
RM387,37,36-45,Divorced,Female,No,Life Sciences,Very High,Laboratory Technician,Research & Development,Entry Level,High,Low,Low,"$3,034.00 ",Upto 5k,$95.00 ,"$1,107.00 ",12,Rarely,Moderate,No,80,Strong,18,18,7,12
RM388,40,36-45,Divorced,Female,No,Marketing,Very High,Sales Executive,Sales,Intermediate,High,Medium,Low,"$5,715.00 ",5k-10k,$46.00 ,$759.00 ,12,Rarely,Near,No,80,Strong,8,5,4,1
RM389,42,36-45,Divorced,Female,No,Life Sciences,Medium,Laboratory Technician,Research & Development,Entry Level,High,Low,Low,"$2,576.00 ",Upto 5k,$95.00 ,$201.00 ,16,Rarely,Near,No,80,Neutral,8,5,2,1
RM390,37,36-45,Single,Male,No,Life Sciences,High,Manufacturing Director,Research & Development,Intermediate,High,Medium,Low,"$4,197.00 ",Upto 5k,$49.00 ,"$1,305.00 ",12,Rarely,Near,Yes,80,Very Strong,18,1,0,0
RM391,43,36-45,Divorced,Male,No,Life Sciences,Low,Research Director,Research & Development,Manager,Medium,Medium,Low,"$14,336.00 ",10k-15k,$59.00 ,$982.00 ,11,Rarely,Moderate,No,80,Strong,25,25,10,3
RM392,40,36-45,Married,Female,No,Medical,Medium,Laboratory Technician,Research & Development,Intermediate,Medium,High,High,"$3,448.00 ",Upto 5k,$78.00 ,$555.00 ,22,Rarely,Near,No,80,Neutral,20,1,0,0
RM393,54,46-55,Married,Male,No,Medical,Low,Research Director,Research & Development,Executive,High,Low,Low,"$19,406.00 ",15k+,$86.00 ,$821.00 ,11,Rarely,Near,No,80,Strong,24,4,2,1
RM394,34,26-35,Married,Female,No,Marketing,High,Sales Executive,Sales,Intermediate,High,High,Low,"$6,538.00 ",5k-10k,$72.00 ,"$1,381.00 ",15,Non,Near,No,80,Weak,6,3,2,1
RM395,31,26-35,Married,Female,No,Medical,Medium,Manufacturing Director,Research & Development,Intermediate,High,Low,Low,"$4,306.00 ",Upto 5k,$31.00 ,$480.00 ,12,Rarely,Near,No,80,Neutral,13,13,10,3
RM396,43,36-45,Married,Male,No,Medical,Very High,Laboratory Technician,Research & Development,Entry Level,High,Very High,High,"$2,258.00 ",Upto 5k,$61.00 ,$313.00 ,20,Frequently,Far,No,80,Weak,8,3,2,1
RM397,43,36-45,Divorced,Female,No,Other,High,Healthcare Representative,Research & Development,Intermediate,High,High,Low,"$4,522.00 ",Upto 5k,$74.00 ,"$1,473.00 ",14,Rarely,Near,Yes,80,Very Strong,8,5,2,0
RM398,25,18-25,Single,Female,No,Life Sciences,Medium,Sales Executive,Sales,Intermediate,Medium,Very High,Low,"$4,487.00 ",Upto 5k,$99.00 ,$891.00 ,11,Rarely,Near,Yes,80,Neutral,5,5,4,1
RM399,37,36-45,Married,Female,No,Medical,Medium,Research Scientist,Research & Development,Intermediate,High,High,Low,"$4,449.00 ",Upto 5k,$72.00 ,"$1,063.00 ",15,Non,Far,Yes,80,Weak,15,13,11,10
RM400,31,26-35,Married,Male,No,Life Sciences,Very High,Laboratory Technician,Research & Development,Entry Level,Medium,Low,Low,"$2,218.00 ",Upto 5k,$98.00 ,$329.00 ,12,Rarely,Near,No,80,Strong,4,4,2,3
RM401,39,36-45,Divorced,Male,No,Life Sciences,Medium,Manager,Research & Development,Executive,High,High,Low,"$19,197.00 ",15k+,$52.00 ,"$1,218.00 ",14,Frequently,Near,Yes,80,Strong,21,21,8,1
RM402,56,55+,Married,Female,No,Life Sciences,High,Sales Executive,Sales,Manager,Very High,Low,Low,"$13,212.00 ",10k-15k,$86.00 ,$906.00 ,11,Frequently,Near,No,80,Very Strong,36,7,7,7
RM403,30,26-35,Single,Female,No,Technical Degree,Medium,Sales Executive,Sales,Intermediate,High,High,Low,"$6,577.00 ",5k-10k,$83.00 ,"$1,082.00 ",11,Rarely,Moderate,No,80,Neutral,6,5,4,4
RM404,41,36-45,Married,Male,No,Marketing,Medium,Sales Executive,Sales,Senior,Very High,Low,Low,"$8,392.00 ",5k-10k,$49.00 ,$645.00 ,16,Rarely,Near,No,80,Strong,10,10,7,0
RM405,28,26-35,Divorced,Male,No,Medical,High,Laboratory Technician,Research & Development,Intermediate,High,Low,Low,"$4,558.00 ",Upto 5k,$79.00 ,"$1,300.00 ",12,Rarely,Moderate,No,80,Very Strong,10,10,0,1
RM406,25,18-25,Married,Male,Yes,Medical,Low,Laboratory Technician,Research & Development,Entry Level,High,Low,Low,"$4,031.00 ",Upto 5k,$91.00 ,$688.00 ,13,Rarely,Near,No,80,Strong,6,2,2,0
RM407,52,46-55,Married,Male,No,Medical,Very High,Manufacturing Director,Research & Development,Senior,Medium,High,Low,"$7,969.00 ",5k-10k,$39.00 ,$319.00 ,14,Rarely,Near,Yes,80,Strong,28,5,4,0
RM408,45,36-45,Married,Male,No,Life Sciences,Low,Research Scientist,Research & Development,Entry Level,High,Very High,High,"$2,654.00 ",Upto 5k,$69.00 ,$192.00 ,21,Rarely,Near,No,80,Very Strong,8,2,2,0
RM409,52,46-55,Married,Female,No,Life Sciences,Very High,Manager,Research & Development,Manager,High,Very High,Low,"$16,555.00 ",15k+,$30.00 ,"$1,490.00 ",13,Rarely,Near,No,80,Very Strong,31,5,2,1
RM410,42,36-45,Divorced,Female,No,Life Sciences,Low,Research Scientist,Research & Development,Intermediate,High,High,Low,"$4,556.00 ",Upto 5k,$92.00 ,$532.00 ,11,Frequently,Far,No,80,Neutral,19,5,4,0
RM411,30,26-35,Single,Female,No,Life Sciences,High,Manufacturing Director,Research & Development,Intermediate,Low,Very High,High,"$6,091.00 ",5k-10k,$43.00 ,$317.00 ,20,Rarely,Near,No,80,Strong,11,5,4,0
RM412,60,55+,Married,Female,No,Life Sciences,Low,Manager,Research & Development,Executive,High,Low,Low,"$19,566.00 ",15k+,$41.00 ,$422.00 ,11,Rarely,Near,No,80,Very Strong,33,29,8,11
RM413,46,46-55,Divorced,Female,No,Medical,High,Manufacturing Director,Research & Development,Intermediate,High,High,Low,"$4,810.00 ",Upto 5k,$87.00 ,"$1,485.00 ",14,Rarely,Moderate,No,80,Strong,19,10,7,0
RM414,42,36-45,Married,Female,No,Technical Degree,Very High,Healthcare Representative,Research & Development,Intermediate,Medium,Very High,Low,"$4,523.00 ",Upto 5k,$88.00 ,"$1,368.00 ",11,Frequently,Far,No,80,Very Strong,7,6,5,0
RM415,24,18-25,Single,Female,Yes,Technical Degree,Low,Sales Representative,Sales,Entry Level,High,Medium,Low,"$3,202.00 ",Upto 5k,$62.00 ,"$1,448.00 ",16,Rarely,Near,Yes,80,Neutral,6,5,3,1
RM416,34,26-35,Divorced,Female,Yes,Marketing,Very High,Sales Representative,Sales,Entry Level,Low,High,Low,"$2,351.00 ",Upto 5k,$33.00 ,$296.00 ,16,Frequently,Near,No,80,Very Strong,3,2,2,1
RM417,38,36-45,Married,Male,No,Life Sciences,Very High,Laboratory Technician,Research & Development,Entry Level,High,Very High,High,"$1,702.00 ",Upto 5k,$42.00 ,"$1,490.00 ",23,Frequently,Near,Yes,80,Strong,1,1,0,0
RM418,40,36-45,Married,Female,No,Life Sciences,High,Manager,Sales,Executive,High,High,Low,"$18,041.00 ",15k+,$79.00 ,"$1,398.00 ",14,Rarely,Near,No,80,Very Strong,21,20,15,1
RM419,26,26-35,Divorced,Female,No,Life Sciences,Low,Research Scientist,Research & Development,Entry Level,High,Very High,High,"$2,886.00 ",Upto 5k,$90.00 ,"$1,349.00 ",22,Rarely,Far,No,80,Neutral,3,3,2,0
RM420,30,26-35,Married,Male,No,Life Sciences,High,Laboratory Technician,Research & Development,Entry Level,High,Very High,Low,"$2,097.00 ",Upto 5k,$53.00 ,"$1,400.00 ",15,Non,Near,No,80,Strong,9,5,3,1
RM421,29,26-35,Married,Male,No,Medical,Medium,Research Director,Research & Development,Senior,Medium,High,Low,"$11,935.00 ",10k-15k,$93.00 ,$986.00 ,18,Rarely,Near,No,80,Strong,10,10,2,0
RM422,29,26-35,Married,Female,Yes,Technical Degree,High,Research Scientist,Research & Development,Entry Level,Medium,Medium,Low,"$2,546.00 ",Upto 5k,$71.00 ,$408.00 ,16,Rarely,Far,No,80,Neutral,6,2,2,1
RM423,19,18-25,Single,Male,Yes,Technical Degree,Low,Human Resources,Human Resources,Entry Level,Medium,Very High,Low,"$2,564.00 ",Upto 5k,$52.00 ,$489.00 ,12,Rarely,Near,No,80,Strong,1,1,0,0
RM424,30,26-35,Married,Female,No,Other,High,Sales Executive,Sales,Senior,High,Low,Low,"$8,412.00 ",5k-10k,$69.00 ,"$1,398.00 ",11,Non,Far,No,80,Strong,10,9,8,7
RM425,57,55+,Divorced,Male,No,Marketing,Low,Manager,Sales,Manager,Medium,Very High,Low,"$14,118.00 ",10k-15k,$56.00 ,$210.00 ,12,Rarely,Far,No,80,Strong,32,1,0,0
RM426,50,46-55,Married,Male,No,Life Sciences,Medium,Manager,Research & Development,Manager,Medium,High,Low,"$17,046.00 ",15k+,$88.00 ,"$1,099.00 ",15,Rarely,Far,No,80,Neutral,28,27,10,15
RM427,30,26-35,Single,Female,No,Medical,High,Laboratory Technician,Research & Development,Entry Level,High,Very High,Low,"$2,564.00 ",Upto 5k,$49.00 ,"$1,116.00 ",14,Non,Near,No,80,Strong,12,11,7,6
RM428,60,55+,Married,Female,No,Marketing,High,Sales Executive,Sales,Senior,Medium,Low,Low,"$10,266.00 ",10k-15k,$80.00 ,"$1,499.00 ",19,Frequently,Far,No,80,Very Strong,22,18,13,13
RM429,47,46-55,Divorced,Female,No,Medical,Low,Manufacturing Director,Research & Development,Intermediate,High,Very High,Low,"$5,070.00 ",5k-10k,$65.00 ,$983.00 ,13,Rarely,Near,No,80,Strong,20,5,0,0
RM430,46,46-55,Married,Male,No,Life Sciences,Low,Research Director,Research & Development,Manager,High,High,Low,"$17,861.00 ",15k+,$51.00 ,"$1,009.00 ",13,Rarely,Near,No,80,Strong,26,3,2,0
RM431,35,26-35,Single,Male,No,Life Sciences,Very High,Laboratory Technician,Research & Development,Entry Level,Low,High,Low,"$4,230.00 ",Upto 5k,$46.00 ,$144.00 ,15,Rarely,Far,No,80,Strong,6,5,4,4
RM432,54,46-55,Single,Female,No,Life Sciences,High,Laboratory Technician,Research & Development,Intermediate,High,High,Low,"$3,780.00 ",Upto 5k,$42.00 ,$548.00 ,11,Rarely,Near,No,80,Strong,19,1,0,0
RM433,34,26-35,Divorced,Male,No,Life Sciences,Very High,Research Scientist,Research & Development,Entry Level,Medium,High,Low,"$2,768.00 ",Upto 5k,$62.00 ,"$1,303.00 ",12,Rarely,Near,No,80,Strong,14,7,3,5
RM434,46,46-55,Married,Female,No,Marketing,High,Sales Executive,Sales,Senior,Medium,Very High,Low,"$9,071.00 ",5k-10k,$94.00 ,"$1,125.00 ",19,Rarely,Near,Yes,80,Strong,15,3,2,1
RM435,31,26-35,Divorced,Male,No,Life Sciences,High,Manufacturing Director,Research & Development,Senior,High,Medium,High,"$10,648.00 ",10k-15k,$33.00 ,"$1,274.00 ",25,Rarely,Near,No,80,Very Strong,13,13,8,0
RM436,33,26-35,Married,Male,Yes,Medical,Medium,Manager,Research & Development,Senior,High,High,Low,"$13,610.00 ",10k-15k,$56.00 ,"$1,277.00 ",12,Rarely,Moderate,Yes,80,Very Strong,15,7,6,7
RM437,33,26-35,Divorced,Male,Yes,Medical,Low,Laboratory Technician,Research & Development,Entry Level,Low,Very High,Low,"$3,408.00 ",Upto 5k,$38.00 ,$587.00 ,13,Rarely,Near,No,80,Weak,8,4,3,1
RM438,30,26-35,Single,Male,No,Marketing,Very High,Sales Representative,Sales,Entry Level,High,Medium,Low,"$2,983.00 ",Upto 5k,$57.00 ,$413.00 ,14,Rarely,Near,No,80,Weak,4,3,2,1
RM439,35,26-35,Married,Male,No,Life Sciences,Very High,Healthcare Representative,Research & Development,Senior,High,High,Low,"$7,632.00 ",5k-10k,$72.00 ,"$1,276.00 ",12,Rarely,Moderate,Yes,80,Strong,10,8,7,0
RM440,31,26-35,Married,Male,Yes,Life Sciences,Low,Healthcare Representative,Research & Development,Senior,High,High,Low,"$9,824.00 ",5k-10k,$66.00 ,$534.00 ,12,Frequently,Moderate,No,80,Weak,12,1,0,0
RM441,34,26-35,Divorced,Female,Yes,Human Resources,Medium,Human Resources,Human Resources,Senior,High,Low,Low,"$9,950.00 ",5k-10k,$43.00 ,$988.00 ,15,Frequently,Far,Yes,80,Strong,11,3,2,0
RM442,42,36-45,Married,Male,No,Other,Medium,Laboratory Technician,Research & Development,Entry Level,High,High,Low,"$2,093.00 ",Upto 5k,$97.00 ,"$1,474.00 ",17,Frequently,Near,No,80,Very Strong,8,2,2,2
RM443,36,36-45,Single,Male,No,Medical,Medium,Sales Executive,Sales,Senior,High,Very High,Low,"$9,980.00 ",5k-10k,$32.00 ,$635.00 ,14,Non,Near,No,80,Very Strong,10,10,3,9
RM444,22,18-25,Single,Male,Yes,Technical Degree,High,Laboratory Technician,Research & Development,Entry Level,Medium,High,Low,"$3,894.00 ",Upto 5k,$99.00 ,"$1,368.00 ",16,Frequently,Near,No,80,Strong,4,2,2,1
RM445,48,46-55,Married,Female,No,Marketing,Medium,Sales Executive,Sales,Intermediate,High,Very High,Low,"$4,051.00 ",Upto 5k,$37.00 ,$163.00 ,14,Rarely,Near,No,80,Weak,14,9,7,6
RM446,55,46-55,Single,Female,No,Life Sciences,Low,Manager,Sales,Manager,High,Medium,High,"$16,835.00 ",15k+,$83.00 ,"$1,117.00 ",23,Rarely,Moderate,No,80,Very Strong,37,10,9,7
RM447,41,36-45,Single,Male,No,Life Sciences,Very High,Sales Executive,Sales,Intermediate,High,Very High,Low,"$6,230.00 ",5k-10k,$56.00 ,$267.00 ,14,Non,Near,No,80,Very Strong,16,14,3,1
RM448,35,26-35,Married,Male,No,Marketing,Medium,Sales Executive,Sales,Intermediate,High,High,Low,"$4,717.00 ",Upto 5k,$85.00 ,$619.00 ,11,Rarely,Near,No,80,Strong,15,11,9,6
RM449,40,36-45,Single,Female,No,Life Sciences,Medium,Manufacturing Director,Research & Development,Manager,High,High,Low,"$13,237.00 ",10k-15k,$75.00 ,$302.00 ,15,Rarely,Near,No,80,Strong,22,20,6,5
RM450,39,36-45,Married,Female,No,Life Sciences,High,Laboratory Technician,Research & Development,Entry Level,High,High,Low,"$3,755.00 ",Upto 5k,$48.00 ,$443.00 ,11,Frequently,Near,No,80,Weak,8,8,3,0
RM451,31,26-35,Single,Male,No,Life Sciences,Medium,Sales Executive,Sales,Intermediate,High,Very High,Low,"$6,582.00 ",5k-10k,$77.00 ,$828.00 ,13,Rarely,Near,Yes,80,Strong,10,6,5,0
RM452,42,36-45,Married,Male,No,Medical,Very High,Manufacturing Director,Research & Development,Senior,High,Low,High,"$7,406.00 ",5k-10k,$56.00 ,$319.00 ,21,Rarely,Far,Yes,80,Very Strong,10,10,9,5
RM453,45,36-45,Married,Male,No,Other,Very High,Sales Executive,Sales,Intermediate,High,Medium,Low,"$4,805.00 ",Upto 5k,$61.00 ,$561.00 ,19,Rarely,Near,No,80,Neutral,9,8,7,3
RM454,26,26-35,Divorced,Female,Yes,Life Sciences,Medium,Human Resources,Human Resources,Entry Level,High,High,Low,"$2,741.00 ",Upto 5k,$58.00 ,$426.00 ,11,Frequently,Moderate,Yes,80,Neutral,8,7,7,1
RM455,29,26-35,Divorced,Male,No,Technical Degree,Very High,Manufacturing Director,Research & Development,Intermediate,High,Very High,Low,"$4,262.00 ",Upto 5k,$34.00 ,$232.00 ,12,Rarely,Moderate,No,80,Neutral,8,3,2,1
RM456,33,26-35,Divorced,Female,No,Medical,Low,Research Director,Research & Development,Manager,Very High,High,Low,"$16,184.00 ",15k+,$95.00 ,$922.00 ,19,Rarely,Near,No,80,Strong,10,6,1,0
RM457,31,26-35,Divorced,Male,No,Life Sciences,High,Manager,Sales,Senior,Medium,Very High,High,"$11,557.00 ",10k-15k,$44.00 ,$688.00 ,21,Rarely,Near,No,80,Strong,10,5,4,0
RM458,18,18-25,Single,Male,Yes,Marketing,Medium,Sales Representative,Sales,Entry Level,High,Medium,Low,"$1,878.00 ",Upto 5k,$69.00 ,"$1,306.00 ",14,Frequently,Near,Yes,80,Very Strong,0,0,0,0
RM459,40,36-45,Divorced,Male,No,Other,High,Sales Executive,Sales,Senior,Low,Low,Low,"$10,932.00 ",10k-15k,$58.00 ,"$1,094.00 ",15,Non,Far,No,80,Strong,20,1,0,0
RM460,41,36-45,Single,Female,No,Other,Low,Healthcare Representative,Research & Development,Intermediate,Medium,High,Low,"$6,811.00 ",5k-10k,$62.00 ,$509.00 ,17,Non,Near,Yes,80,Weak,10,8,7,0
RM461,26,26-35,Divorced,Male,No,Medical,Low,Sales Executive,Sales,Intermediate,High,High,Low,"$4,306.00 ",Upto 5k,$45.00 ,$775.00 ,12,Rarely,Far,No,80,Weak,8,0,0,0
RM462,35,26-35,Single,Female,No,Medical,Low,Sales Executive,Sales,Intermediate,High,High,Low,"$4,859.00 ",Upto 5k,$80.00 ,$195.00 ,16,Rarely,Near,No,80,Very Strong,5,5,4,0
RM463,34,26-35,Single,Male,No,Life Sciences,Very High,Sales Executive,Sales,Intermediate,Very High,Very High,Low,"$5,337.00 ",5k-10k,$74.00 ,$258.00 ,12,Rarely,Far,No,80,Very Strong,10,10,7,5
RM464,26,26-35,Single,Male,Yes,Technical Degree,High,Laboratory Technician,Research & Development,Entry Level,Low,Very High,Low,"$2,340.00 ",Upto 5k,$66.00 ,$471.00 ,18,Rarely,Far,Yes,80,Neutral,1,1,0,0
RM465,37,36-45,Single,Female,No,Technical Degree,Medium,Manufacturing Director,Research & Development,Senior,High,Very High,Low,"$7,491.00 ",5k-10k,$59.00 ,$799.00 ,17,Rarely,Near,No,80,Very Strong,12,6,5,1
RM466,46,46-55,Married,Female,No,Medical,Low,Healthcare Representative,Research & Development,Senior,High,High,Low,"$10,527.00 ",10k-15k,$86.00 ,"$1,034.00 ",11,Frequently,Moderate,No,80,Very Strong,28,2,2,1
RM467,41,36-45,Married,Female,No,Life Sciences,Medium,Manager,Sales,Manager,High,Low,Low,"$16,595.00 ",15k+,$91.00 ,"$1,276.00 ",16,Rarely,Near,No,80,Neutral,22,18,16,11
RM468,37,36-45,Divorced,Male,No,Medical,Low,Sales Executive,Sales,Senior,High,Medium,Low,"$8,834.00 ",5k-10k,$69.00 ,$142.00 ,13,Non,Near,No,80,Very Strong,9,9,5,7
RM469,52,46-55,Divorced,Male,No,Technical Degree,Very High,Research Scientist,Research & Development,Intermediate,High,Low,Low,"$5,577.00 ",5k-10k,$78.00 ,$956.00 ,12,Rarely,Near,Yes,80,Neutral,18,10,9,6
RM470,32,26-35,Married,Male,Yes,Other,Very High,Sales Executive,Sales,Intermediate,Very High,High,Low,"$4,707.00 ",Upto 5k,$60.00 ,"$1,474.00 ",12,Non,Moderate,No,80,Very Strong,6,4,2,1
RM471,24,18-25,Married,Male,No,Medical,Very High,Sales Representative,Sales,Entry Level,High,Very High,Low,"$2,400.00 ",Upto 5k,$38.00 ,$535.00 ,13,Frequently,Far,No,80,Strong,3,2,2,2
RM472,38,36-45,Married,Female,No,Medical,High,Healthcare Representative,Research & Development,Intermediate,High,High,Low,"$9,824.00 ",5k-10k,$76.00 ,"$1,495.00 ",19,Rarely,Near,No,80,Strong,18,1,0,0
RM473,37,36-45,Married,Female,No,Life Sciences,Medium,Manufacturing Director,Research & Development,Intermediate,High,Medium,Low,"$6,447.00 ",5k-10k,$65.00 ,$446.00 ,12,Rarely,Near,No,80,Neutral,8,6,5,4
RM474,49,46-55,Divorced,Male,No,Life Sciences,Very High,Research Director,Research & Development,Executive,Medium,High,Low,"$19,502.00 ",15k+,$58.00 ,"$1,245.00 ",17,Rarely,Moderate,Yes,80,Strong,31,31,9,0
RM475,24,18-25,Married,Male,No,Medical,Medium,Research Scientist,Research & Development,Entry Level,Very High,Very High,Low,"$2,725.00 ",Upto 5k,$89.00 ,$691.00 ,11,Rarely,Far,Yes,80,Neutral,6,6,5,1
RM476,26,26-35,Married,Male,No,Marketing,Low,Sales Executive,Sales,Intermediate,High,Medium,High,"$6,272.00 ",5k-10k,$66.00 ,$703.00 ,20,Rarely,Far,No,80,Very Strong,6,5,3,1
